measurement_timestamp,state_of_health,state_of_charge,voltage,current,temperature,cycle_count,capacity_fade,internal_resistance,data_source
2022-09-28T14:24:00,97.44,78.66,3.646,6.69,0.6,260,2.56,0.0162,CAN
2022-09-28T17:16:48,97.86,47.42,3.436,-4.46,13.1,158,2.14,0.0149,CAN
2022-09-28T20:09:36,97.67,68.14,3.602,4.85,12.3,204,2.33,0.02,Sensor
2022-09-28T23:02:24,97.64,33.58,3.418,0.02,9.5,212,2.36,0.0176,OBD
2022-09-29T01:55:12,97.91,49.02,3.491,-1.58,5.5,145,2.09,0.017,OBD
2022-09-29T04:48:00,97.43,87.23,3.683,-4.74,3.5,263,2.57,0.0152,BMS
2022-09-29T07:40:48,97.48,38.33,3.388,0.6,9.3,251,2.52,0.0196,BMS
2022-09-29T10:33:36,97.84,52.11,3.54,1.78,13.4,162,2.16,0.0122,CAN
2022-09-29T13:26:24,97.41,66.76,3.611,4.41,15.0,266,2.59,0.0176,OBD
2022-09-29T16:19:12,97.6,66.2,3.559,-3.13,11.0,220,2.4,0.0185,CAN
2022-09-29T19:12:00,97.55,78.02,3.635,-2.69,6.4,232,2.45,0.0175,CAN
2022-09-29T22:04:48,97.28,27.96,3.35,13.84,22.6,297,2.72,0.0197,Sensor
2022-09-30T00:57:36,97.89,27.81,3.388,-8.27,17.6,150,2.11,0.0181,CAN
2022-09-30T03:50:24,97.64,39.31,3.418,-5.53,19.6,209,2.36,0.0189,CAN
2022-09-30T06:43:12,97.45,34.95,3.401,2.09,14.9,257,2.55,0.0191,OBD
2022-09-30T09:36:00,97.93,81.79,3.686,2.76,22.7,139,2.07,0.0196,CAN
2022-09-30T12:28:48,97.53,30.62,3.356,0.9,14.7,237,2.47,0.0184,OBD
2022-09-30T15:21:36,97.91,58.81,3.525,-3.35,10.9,144,2.09,0.0184,BMS
2022-09-30T18:14:24,97.56,37.09,3.415,5.48,19.0,229,2.44,0.0196,Sensor
2022-09-30T21:07:12,97.68,49.7,3.47,2.36,0.4,200,2.32,0.0138,Sensor
2022-10-01T00:00:00,97.75,84.26,3.7,3.26,10.7,181,2.25,0.0174,BMS
2022-10-01T02:52:48,97.63,43.86,3.485,11.21,17.6,210,2.37,0.0201,CAN
2022-10-01T05:45:36,97.41,67.67,3.618,2.65,13.4,265,2.59,0.0189,OBD
2022-10-01T08:38:24,97.65,45.98,3.482,-2.74,19.4,205,2.35,0.0171,BMS
2022-10-01T11:31:12,97.62,58.35,3.536,13.24,16.8,213,2.38,0.0184,CAN
2022-10-01T14:24:00,97.82,99.38,3.799,0.54,10.8,164,2.18,0.0175,OBD
2022-10-01T17:16:48,97.5,30.5,3.382,12.08,25.0,241,2.5,0.0185,CAN
2022-10-01T20:09:36,97.55,55.58,3.483,10.55,1.3,229,2.45,0.0172,BMS
2022-10-01T23:02:24,97.66,71.44,3.633,7.88,18.2,203,2.34,0.0197,OBD
2022-10-02T01:55:12,97.25,49.1,3.501,2.45,16.6,302,2.75,0.0186,OBD
2022-10-02T04:48:00,97.7,83.2,3.657,6.1,12.9,192,2.3,0.0134,BMS
2022-10-02T07:40:48,97.69,22.92,3.318,-3.5,18.1,194,2.31,0.0174,OBD
2022-10-02T10:33:36,97.6,42.99,3.419,5.43,8.1,216,2.4,0.0185,CAN
2022-10-02T13:26:24,97.45,53.12,3.465,13.33,3.3,253,2.55,0.0149,CAN
2022-10-02T16:19:12,97.22,76.28,3.687,3.79,12.0,309,2.78,0.0203,CAN
2022-10-02T19:12:00,97.57,87.17,3.701,2.35,12.3,223,2.43,0.0209,Sensor
2022-10-02T22:04:48,97.69,50.02,3.464,7.54,10.1,193,2.31,0.0147,BMS
2022-10-03T00:57:36,97.71,45.61,3.467,-5.33,20.2,188,2.29,0.0155,CAN
2022-10-03T03:50:24,97.33,59.66,3.518,3.37,13.0,280,2.67,0.0198,CAN
2022-10-03T06:43:12,97.46,20.39,3.339,-2.6,28.0,250,2.54,0.022,OBD
2022-10-03T09:36:00,97.38,80.66,3.655,1.72,13.0,269,2.62,0.0169,BMS
2022-10-03T12:28:48,97.58,77.29,3.632,-7.88,18.4,220,2.42,0.0228,OBD
2022-10-03T15:21:36,97.7,63.5,3.522,13.51,9.9,189,2.3,0.0186,OBD
2022-10-03T18:14:24,97.63,65.58,3.562,12.87,10.6,208,2.37,0.0186,OBD
2022-10-03T21:07:12,97.96,58.73,3.507,8.88,10.4,126,2.04,0.0197,CAN
2022-10-04T00:00:00,97.47,86.02,3.715,7.52,15.8,245,2.53,0.0171,BMS
2022-10-04T02:52:48,97.83,69.82,3.589,6.91,11.5,158,2.17,0.02,CAN
2022-10-04T05:45:36,97.64,23.92,3.348,-3.61,11.8,203,2.36,0.0225,OBD
2022-10-04T08:38:24,97.39,55.37,3.498,8.42,11.0,265,2.61,0.0163,CAN
2022-10-04T11:31:12,97.39,43.99,3.428,4.64,1.3,265,2.61,0.0197,BMS
2022-10-04T14:24:00,97.77,84.27,3.709,-3.17,17.8,172,2.23,0.0152,OBD
2022-10-04T17:16:48,97.81,61.37,3.541,-7.35,6.9,162,2.19,0.0185,BMS
2022-10-04T20:09:36,97.33,35.6,3.378,-4.1,7.1,278,2.67,0.0148,OBD
2022-10-04T23:02:24,97.86,72.5,3.613,0.79,10.0,150,2.14,0.0177,CAN
2022-10-05T01:55:12,97.79,71.74,3.597,9.27,15.8,166,2.21,0.0159,CAN
2022-10-05T04:48:00,97.29,90.96,3.737,-9.5,20.5,287,2.71,0.0195,CAN
2022-10-05T07:40:48,97.61,71.4,3.619,11.08,16.1,210,2.39,0.0215,OBD
2022-10-05T10:33:36,97.33,25.53,3.339,2.81,8.5,277,2.67,0.0174,CAN
2022-10-05T13:26:24,97.68,56.07,3.523,7.46,7.6,193,2.32,0.019,BMS
2022-10-05T16:19:12,97.76,81.47,3.624,-8.78,-0.8,172,2.24,0.0141,OBD
2022-10-05T19:12:00,97.75,85.28,3.705,-8.4,9.6,175,2.25,0.0163,Sensor
2022-10-05T22:04:48,97.67,23.78,3.298,1.1,11.6,193,2.33,0.013,BMS
2022-10-06T00:57:36,97.39,40.81,3.449,8.75,-1.0,261,2.61,0.0157,CAN
2022-10-06T03:50:24,97.12,42.54,3.43,1.13,7.8,326,2.88,0.0172,BMS
2022-10-06T06:43:12,97.54,33.59,3.359,-3.33,-3.2,225,2.46,0.0154,BMS
2022-10-06T09:36:00,97.54,89.4,3.732,-8.95,6.5,225,2.46,0.0152,BMS
2022-10-06T12:28:48,97.38,59.68,3.592,13.71,22.5,263,2.62,0.0204,CAN
2022-10-06T15:21:36,97.78,65.78,3.538,4.46,8.5,166,2.22,0.0174,CAN
2022-10-06T18:14:24,97.47,37.97,3.459,2.15,24.5,242,2.53,0.0162,OBD
2022-10-06T21:07:12,97.96,58.32,3.521,13.13,2.9,122,2.04,0.0177,OBD
2022-10-07T00:00:00,97.5,88.01,3.699,14.15,5.8,234,2.5,0.0144,CAN
2022-10-07T02:52:48,97.77,79.09,3.689,0.04,12.7,169,2.23,0.0223,CAN
2022-10-07T05:45:36,97.38,37.21,3.415,-3.11,24.9,263,2.62,0.0222,BMS
2022-10-07T08:38:24,97.72,28.35,3.377,9.27,11.6,180,2.28,0.0156,CAN
2022-10-07T11:31:12,97.67,53.32,3.52,-8.25,15.0,192,2.33,0.0176,BMS
2022-10-07T14:24:00,97.48,77.71,3.651,-3.41,13.4,238,2.52,0.0181,OBD
2022-10-07T17:16:48,97.65,79.63,3.654,-9.55,16.0,197,2.35,0.017,OBD
2022-10-07T20:09:36,97.57,35.3,3.381,14.87,15.6,216,2.43,0.0164,BMS
2022-10-07T23:02:24,97.56,70.9,3.616,0.31,6.7,218,2.44,0.0157,CAN
2022-10-08T01:55:12,97.76,68.06,3.569,14.64,11.8,170,2.24,0.0169,CAN
2022-10-08T04:48:00,97.64,80.63,3.674,11.99,24.0,198,2.36,0.0187,BMS
2022-10-08T07:40:48,97.33,62.58,3.537,14.13,10.3,272,2.67,0.0174,Sensor
2022-10-08T10:33:36,97.48,65.29,3.574,12.75,12.8,236,2.52,0.0159,OBD
2022-10-08T13:26:24,97.25,78.76,3.629,13.12,7.5,292,2.75,0.0155,OBD
2022-10-08T16:19:12,97.23,32.93,3.381,4.97,13.2,296,2.77,0.0206,OBD
2022-10-08T19:12:00,97.48,95.18,3.749,0.15,1.0,235,2.52,0.0179,OBD
2022-10-08T22:04:48,97.49,30.16,3.356,5.0,8.3,233,2.51,0.019,CAN
2022-10-09T00:57:36,97.59,32.63,3.34,11.63,0.3,210,2.41,0.0146,CAN
2022-10-09T03:50:24,97.85,25.19,3.378,0.82,19.2,144,2.15,0.0162,BMS
2022-10-09T06:43:12,97.71,74.68,3.567,13.99,-2.3,179,2.29,0.0169,OBD
2022-10-09T09:36:00,97.35,74.99,3.631,4.37,13.5,267,2.65,0.0172,CAN
2022-10-09T12:28:48,97.5,78.22,3.639,-0.68,18.2,230,2.5,0.0218,OBD
2022-10-09T15:21:36,97.27,27.41,3.343,-6.79,23.8,285,2.73,0.0206,OBD
2022-10-09T18:14:24,97.43,72.57,3.665,14.91,17.6,247,2.57,0.0222,CAN
2022-10-09T21:07:12,97.58,31.15,3.347,10.13,8.1,211,2.42,0.018,BMS
2022-10-10T00:00:00,96.77,86.04,3.701,-1.96,16.6,406,3.23,0.0215,OBD
2022-10-10T02:52:48,97.45,42.68,3.409,-10.2,11.4,241,2.55,0.021,OBD
2022-10-10T05:45:36,97.36,24.72,3.296,10.96,9.8,262,2.64,0.02,BMS
2022-10-10T08:38:24,97.03,71.27,3.599,-6.97,16.0,343,2.97,0.0212,OBD
2022-10-10T11:31:12,97.58,41.5,3.425,3.22,9.0,210,2.42,0.0195,OBD
2022-10-10T14:24:00,97.39,79.91,3.64,-8.44,4.8,255,2.61,0.0132,BMS
2022-10-10T17:16:48,97.39,80.71,3.67,0.27,1.2,256,2.61,0.0144,CAN
2022-10-10T20:09:36,97.54,28.56,3.381,0.38,20.6,219,2.46,0.019,BMS
2022-10-10T23:02:24,96.99,39.76,3.345,4.47,-5.4,351,3.01,0.0163,OBD
2022-10-11T01:55:12,97.62,55.26,3.512,-8.81,17.6,198,2.38,0.0163,BMS
2022-10-11T04:48:00,97.8,96.33,3.751,1.2,9.5,155,2.2,0.0164,OBD
2022-10-11T07:40:48,97.58,69.62,3.591,10.64,18.6,207,2.42,0.0196,BMS
2022-10-11T10:33:36,97.3,51.88,3.497,-4.11,9.1,276,2.7,0.0178,OBD
2022-10-11T13:26:24,97.12,55.78,3.526,0.89,11.9,318,2.88,0.02,OBD
2022-10-11T16:19:12,97.61,39.56,3.422,-7.88,0.2,201,2.39,0.012,OBD
2022-10-11T19:12:00,97.16,75.29,3.622,3.5,2.2,309,2.84,0.0149,BMS
2022-10-11T22:04:48,97.79,37.03,3.388,-0.33,9.3,155,2.21,0.0159,BMS
2022-10-12T00:57:36,97.66,60.17,3.533,12.54,12.0,187,2.34,0.0191,BMS
2022-10-12T03:50:24,97.69,57.35,3.504,7.34,7.2,179,2.31,0.0185,CAN
2022-10-12T06:43:12,97.56,44.17,3.425,2.64,4.9,212,2.44,0.0177,OBD
2022-10-12T09:36:00,97.71,78.12,3.666,4.11,14.1,175,2.29,0.016,OBD
2022-10-12T12:28:48,97.46,60.63,3.537,10.75,8.6,236,2.54,0.0155,CAN
2022-10-12T15:21:36,97.37,24.42,3.35,-5.89,8.9,257,2.63,0.0136,OBD
2022-10-12T18:14:24,97.02,36.07,3.385,10.76,14.0,342,2.98,0.0172,CAN
2022-10-12T21:07:12,97.38,28.0,3.347,11.78,2.2,254,2.62,0.0151,BMS
2022-10-13T00:00:00,97.47,72.54,3.617,11.82,12.5,232,2.53,0.0177,CAN
2022-10-13T02:52:48,97.73,58.93,3.517,-9.88,13.6,169,2.27,0.0169,CAN
2022-10-13T05:45:36,97.23,43.79,3.436,4.54,11.6,290,2.77,0.0164,CAN
2022-10-13T08:38:24,97.17,53.57,3.53,4.99,9.4,304,2.83,0.0161,BMS
2022-10-13T11:31:12,97.4,62.36,3.572,-5.8,22.7,248,2.6,0.0173,OBD
2022-10-13T14:24:00,97.68,88.42,3.699,11.39,7.2,181,2.32,0.0193,BMS
2022-10-13T17:16:48,97.53,59.88,3.571,-5.9,14.9,217,2.47,0.0204,BMS
2022-10-13T20:09:36,97.63,30.17,3.355,2.13,11.4,191,2.37,0.0155,OBD
2022-10-13T23:02:24,97.2,63.49,3.564,7.04,2.8,296,2.8,0.0155,BMS
2022-10-14T01:55:12,97.34,28.0,3.355,9.54,18.9,261,2.66,0.0234,OBD
2022-10-14T04:48:00,97.65,88.68,3.677,-1.44,3.7,187,2.35,0.0162,CAN
2022-10-14T07:40:48,97.35,65.29,3.554,-8.52,13.1,260,2.65,0.0176,CAN
2022-10-14T10:33:36,97.27,39.24,3.407,-0.46,10.4,279,2.73,0.0147,BMS
2022-10-14T13:26:24,97.14,72.97,3.599,-7.08,6.1,310,2.86,0.013,Sensor
2022-10-14T16:19:12,97.58,58.51,3.564,4.82,20.3,203,2.42,0.0211,OBD
2022-10-14T19:12:00,97.34,74.54,3.606,13.13,13.2,260,2.66,0.0145,OBD
2022-10-14T22:04:48,97.23,67.03,3.597,-4.82,10.3,287,2.77,0.0191,OBD
2022-10-15T00:57:36,97.66,22.26,3.284,3.25,17.5,183,2.34,0.0176,OBD
2022-10-15T03:50:24,97.8,30.32,3.407,-9.61,14.6,149,2.2,0.0174,OBD
2022-10-15T06:43:12,97.82,80.09,3.688,8.03,23.2,143,2.18,0.0182,Sensor
2022-10-15T09:36:00,97.76,76.44,3.64,4.07,24.8,159,2.24,0.023,BMS
2022-10-15T12:28:48,97.32,42.38,3.42,10.41,-0.3,265,2.68,0.0144,OBD
2022-10-15T15:21:36,97.19,49.66,3.484,-2.24,15.7,295,2.81,0.0164,CAN
2022-10-15T18:14:24,97.37,40.56,3.434,12.58,19.8,253,2.63,0.0155,BMS
2022-10-15T21:07:12,97.52,66.58,3.55,-1.22,7.9,215,2.48,0.0201,OBD
2022-10-16T00:00:00,97.64,95.47,3.775,-0.81,22.7,186,2.36,0.0232,BMS
2022-10-16T02:52:48,97.64,63.4,3.516,-3.01,5.0,186,2.36,0.0176,OBD
2022-10-16T05:45:36,97.22,61.09,3.534,3.95,8.7,289,2.78,0.0161,OBD
2022-10-16T08:38:24,97.45,65.18,3.558,14.64,9.6,233,2.55,0.0173,CAN
2022-10-16T11:31:12,97.5,80.6,3.624,-3.47,4.3,220,2.5,0.0175,BMS
2022-10-16T14:24:00,97.36,74.48,3.602,-2.95,11.0,254,2.64,0.0148,OBD
2022-10-16T17:16:48,97.43,64.57,3.54,0.2,5.6,236,2.57,0.0155,OBD
2022-10-16T20:09:36,97.55,72.84,3.66,-3.2,20.2,208,2.45,0.0204,CAN
2022-10-16T23:02:24,97.22,34.26,3.432,-9.96,15.0,288,2.78,0.0189,CAN
2022-10-17T01:55:12,97.7,77.35,3.627,5.15,6.3,169,2.3,0.0161,OBD
2022-10-17T04:48:00,97.46,72.88,3.621,12.69,10.0,228,2.54,0.0176,Sensor
2022-10-17T07:40:48,97.55,61.49,3.527,-7.86,0.5,207,2.45,0.017,OBD
2022-10-17T10:33:36,97.15,36.08,3.398,5.33,9.7,302,2.85,0.0166,OBD
2022-10-17T13:26:24,97.29,35.77,3.393,12.43,12.4,268,2.71,0.0173,CAN
2022-10-17T16:19:12,97.34,55.41,3.511,14.82,19.9,258,2.66,0.0177,OBD
2022-10-17T19:12:00,96.96,87.76,3.676,-10.07,20.6,349,3.04,0.0213,BMS
2022-10-17T22:04:48,97.59,38.65,3.39,-5.23,5.7,196,2.41,0.0167,CAN
2022-10-18T00:57:36,97.58,39.29,3.39,4.19,12.3,199,2.42,0.0187,OBD
2022-10-18T03:50:24,97.4,39.55,3.407,14.51,5.3,242,2.6,0.0157,OBD
2022-10-18T06:43:12,97.75,80.11,3.645,3.25,14.8,157,2.25,0.0178,Sensor
2022-10-18T09:36:00,97.66,84.82,3.686,1.13,8.2,179,2.34,0.0151,OBD
2022-10-18T12:28:48,97.47,37.28,3.412,7.17,17.9,224,2.53,0.0206,OBD
2022-10-18T15:21:36,97.64,26.19,3.399,-7.51,18.2,182,2.36,0.0231,OBD
2022-10-18T18:14:24,97.46,76.03,3.611,11.03,-4.0,226,2.54,0.0112,OBD
2022-10-18T21:07:12,97.25,33.12,3.365,-5.74,18.7,278,2.75,0.017,BMS
2022-10-19T00:00:00,97.67,87.05,3.708,8.16,14.5,175,2.33,0.0217,OBD
2022-10-19T02:52:48,97.52,52.24,3.49,8.39,23.6,210,2.48,0.0208,OBD
2022-10-19T05:45:36,97.61,70.09,3.611,-6.73,16.3,189,2.39,0.024,CAN
2022-10-19T08:38:24,97.6,58.17,3.499,5.3,-2.1,192,2.4,0.0136,Sensor
2022-10-19T11:31:12,97.39,31.31,3.388,-4.01,16.1,241,2.61,0.0179,Sensor
2022-10-19T14:24:00,97.08,68.02,3.641,-9.35,26.2,316,2.92,0.0201,OBD
2022-10-19T17:16:48,97.57,39.17,3.404,14.39,5.4,199,2.43,0.0124,Sensor
2022-10-19T20:09:36,97.69,30.01,3.361,-4.13,18.5,168,2.31,0.0186,OBD
2022-10-19T23:02:24,97.39,29.75,3.315,-2.97,8.0,242,2.61,0.0136,OBD
2022-10-20T01:55:12,97.28,26.03,3.31,-2.8,15.3,268,2.72,0.017,CAN
2022-10-20T04:48:00,97.51,81.92,3.697,-2.72,16.4,211,2.49,0.0215,BMS
2022-10-20T07:40:48,97.52,74.33,3.622,-8.59,8.6,208,2.48,0.0148,CAN
2022-10-20T10:33:36,97.33,58.22,3.553,10.81,17.7,254,2.67,0.0207,BMS
2022-10-20T13:26:24,97.64,33.92,3.384,-7.81,12.7,180,2.36,0.0172,OBD
2022-10-20T16:19:12,97.78,19.86,3.281,13.53,-0.6,145,2.22,0.0132,BMS
2022-10-20T19:12:00,97.2,91.89,3.732,5.71,16.6,285,2.8,0.0173,CAN
2022-10-20T22:04:48,97.44,46.72,3.462,6.41,7.7,227,2.56,0.0152,BMS
2022-10-21T00:57:36,97.32,30.21,3.346,-7.18,1.1,257,2.68,0.0157,OBD
2022-10-21T03:50:24,97.52,62.98,3.543,13.22,4.9,209,2.48,0.0155,OBD
2022-10-21T06:43:12,97.41,53.21,3.495,7.61,2.2,234,2.59,0.0154,CAN
2022-10-21T09:36:00,97.82,76.31,3.639,4.05,18.8,133,2.18,0.023,CAN
2022-10-21T12:28:48,97.69,39.58,3.449,9.71,16.1,165,2.31,0.0196,CAN
2022-10-21T15:21:36,97.47,41.84,3.493,4.63,13.0,219,2.53,0.0193,CAN
2022-10-21T18:14:24,97.33,42.98,3.458,0.03,18.6,252,2.67,0.022,CAN
2022-10-21T21:07:12,97.31,66.1,3.596,-8.79,7.5,258,2.69,0.0164,BMS
2022-10-22T00:00:00,97.63,76.59,3.693,10.45,27.9,180,2.37,0.0235,BMS
2022-10-22T02:52:48,97.67,62.53,3.553,6.85,6.8,169,2.33,0.0159,Sensor
2022-10-22T05:45:36,97.24,24.66,3.33,-3.22,10.6,274,2.76,0.0183,OBD
2022-10-22T08:38:24,97.34,64.4,3.62,10.84,10.7,250,2.66,0.0169,OBD
2022-10-22T11:31:12,97.11,30.91,3.431,-0.18,24.2,305,2.89,0.0218,OBD
2022-10-22T14:24:00,97.2,76.53,3.688,11.79,20.1,283,2.8,0.0199,OBD
2022-10-22T17:16:48,97.14,62.92,3.577,-6.5,26.1,297,2.86,0.0214,OBD
2022-10-22T20:09:36,97.32,39.36,3.423,-5.36,15.7,254,2.68,0.0189,OBD
2022-10-22T23:02:24,97.55,48.96,3.504,13.99,25.9,197,2.45,0.0181,OBD
2022-10-23T01:55:12,97.02,32.21,3.371,0.83,10.6,326,2.98,0.0158,OBD
2022-10-23T04:48:00,97.46,86.52,3.667,-5.3,9.5,220,2.54,0.0185,BMS
2022-10-23T07:40:48,97.5,39.72,3.443,6.78,20.0,209,2.5,0.0183,BMS
2022-10-23T10:33:36,97.74,44.23,3.414,9.2,2.4,151,2.26,0.0135,OBD
2022-10-23T13:26:24,97.19,53.98,3.458,5.5,11.4,285,2.81,0.0179,OBD
2022-10-23T16:19:12,97.66,23.43,3.342,14.26,16.6,169,2.34,0.0179,CAN
2022-10-23T19:12:00,97.4,77.84,3.648,12.29,5.1,234,2.6,0.0186,OBD
2022-10-23T22:04:48,97.58,21.64,3.298,-3.4,8.3,190,2.42,0.0193,OBD
2022-10-24T00:57:36,97.33,70.92,3.669,-0.5,19.0,250,2.67,0.0163,BMS
2022-10-24T03:50:24,97.23,64.39,3.592,5.88,12.3,274,2.77,0.0172,Sensor
2022-10-24T06:43:12,97.39,43.02,3.451,13.25,9.5,234,2.61,0.0133,BMS
2022-10-24T09:36:00,97.53,87.48,3.713,-3.7,8.7,201,2.47,0.0193,CAN
2022-10-24T12:28:48,97.23,57.46,3.495,4.47,8.6,274,2.77,0.0157,OBD
2022-10-24T15:21:36,97.38,24.49,3.311,2.42,9.6,237,2.62,0.0184,BMS
2022-10-24T18:14:24,97.44,44.95,3.463,3.72,29.9,221,2.56,0.0189,OBD
2022-10-24T21:07:12,97.17,43.13,3.412,-3.02,10.8,288,2.83,0.0169,OBD
2022-10-25T00:00:00,97.06,89.47,3.739,5.16,13.4,313,2.94,0.0169,CAN
2022-10-25T02:52:48,96.97,54.54,3.496,12.13,13.2,335,3.03,0.0192,OBD
2022-10-25T05:45:36,97.42,34.99,3.403,6.88,21.7,225,2.58,0.0182,CAN
2022-10-25T08:38:24,97.19,61.65,3.531,0.1,2.7,281,2.81,0.0121,CAN
2022-10-25T11:31:12,97.41,23.93,3.335,-1.27,21.2,229,2.59,0.0192,OBD
2022-10-25T14:24:00,97.34,96.89,3.763,0.62,9.9,246,2.66,0.0206,OBD
2022-10-25T17:16:48,97.42,21.41,3.34,2.45,9.8,225,2.58,0.0121,OBD
2022-10-25T20:09:36,97.44,60.62,3.534,3.68,13.9,221,2.56,0.0177,BMS
2022-10-25T23:02:24,97.04,64.17,3.579,11.86,17.3,318,2.96,0.0182,OBD
2022-10-26T01:55:12,97.17,76.53,3.621,5.81,22.0,286,2.83,0.0225,BMS
2022-10-26T04:48:00,97.33,86.61,3.7,-4.91,11.9,246,2.67,0.0177,OBD
2022-10-26T07:40:48,97.26,29.35,3.375,-3.87,8.3,263,2.74,0.0176,Sensor
2022-10-26T10:33:36,97.58,65.46,3.571,0.17,11.5,185,2.42,0.0162,OBD
2022-10-26T13:26:24,97.14,26.93,3.385,-3.45,21.7,291,2.86,0.0217,OBD
2022-10-26T16:19:12,97.28,43.9,3.465,1.99,15.3,258,2.72,0.0227,CAN
2022-10-26T19:12:00,97.64,81.93,3.7,0.36,13.6,169,2.36,0.0159,OBD
2022-10-26T22:04:48,97.44,39.12,3.419,10.09,9.6,218,2.56,0.0148,OBD
2022-10-27T00:57:36,97.16,26.27,3.33,-1.26,10.2,287,2.84,0.0172,Sensor
2022-10-27T03:50:24,97.11,59.41,3.551,4.92,18.9,298,2.89,0.0187,CAN
2022-10-27T06:43:12,97.2,39.16,3.394,12.24,8.3,276,2.8,0.0153,CAN
2022-10-27T09:36:00,97.2,73.17,3.626,-4.6,8.2,275,2.8,0.017,BMS
2022-10-27T12:28:48,97.31,53.42,3.539,0.53,24.8,249,2.69,0.0193,CAN
2022-10-27T15:21:36,97.43,20.2,3.314,-6.48,9.1,220,2.57,0.0182,OBD
2022-10-27T18:14:24,97.22,33.96,3.399,10.41,9.8,270,2.78,0.0149,CAN
2022-10-27T21:07:12,97.28,52.83,3.528,11.15,23.2,257,2.72,0.0166,CAN
2022-10-28T00:00:00,97.35,98.75,3.75,1.07,8.9,239,2.65,0.0184,CAN
2022-10-28T02:52:48,97.52,69.51,3.552,0.14,0.9,197,2.48,0.0125,BMS
2022-10-28T05:45:36,97.44,22.08,3.302,-8.46,1.9,217,2.56,0.0177,OBD
2022-10-28T08:38:24,96.92,26.21,3.377,1.32,14.4,342,3.08,0.0206,OBD
2022-10-28T11:31:12,97.4,64.42,3.582,-5.84,12.9,225,2.6,0.0173,CAN
2022-10-28T14:24:00,97.13,72.29,3.591,12.23,1.0,291,2.87,0.0152,CAN
2022-10-28T17:16:48,97.43,44.96,3.413,3.2,3.7,219,2.57,0.0168,BMS
2022-10-28T20:09:36,97.35,75.08,3.639,2.7,13.3,238,2.65,0.0132,OBD
2022-10-28T23:02:24,97.58,52.55,3.528,-9.55,17.8,181,2.42,0.0219,Sensor
2022-10-29T01:55:12,97.19,24.78,3.354,2.32,14.7,276,2.81,0.0214,CAN
2022-10-29T04:48:00,97.33,86.97,3.671,5.43,7.4,242,2.67,0.0184,OBD
2022-10-29T07:40:48,97.25,42.98,3.481,-7.8,13.0,261,2.75,0.019,Sensor
2022-10-29T10:33:36,97.32,18.72,3.3,12.18,12.1,243,2.68,0.0152,CAN
2022-10-29T13:26:24,97.17,57.31,3.511,3.12,0.0,279,2.83,0.0193,OBD
2022-10-29T16:19:12,97.38,51.97,3.486,6.13,12.6,229,2.62,0.0186,Sensor
2022-10-29T19:12:00,97.66,81.57,3.701,5.91,16.8,160,2.34,0.0156,OBD
2022-10-29T22:04:48,97.52,43.05,3.462,-1.11,16.5,194,2.48,0.0221,CAN
2022-10-30T00:57:36,97.11,58.6,3.539,-4.11,13.8,295,2.89,0.0173,BMS
2022-10-30T03:50:24,97.21,77.42,3.609,-7.35,-0.8,269,2.79,0.0158,OBD
2022-10-30T06:43:12,97.41,38.89,3.393,-6.54,13.2,220,2.59,0.0198,BMS
2022-10-30T09:36:00,97.38,97.23,3.796,-0.7,26.8,228,2.62,0.0186,BMS
2022-10-30T12:28:48,97.35,25.16,3.274,-8.08,8.6,236,2.65,0.0172,Sensor
2022-10-30T15:21:36,97.03,79.11,3.649,-10.22,25.8,312,2.97,0.0204,BMS
2022-10-30T18:14:24,96.91,70.25,3.623,-3.13,19.5,340,3.09,0.0238,BMS
2022-10-30T21:07:12,97.34,19.7,3.295,16.14,6.6,237,2.66,0.0137,CAN
2022-10-31T00:00:00,96.94,80.29,3.636,-2.63,14.1,333,3.06,0.0161,CAN
2022-10-31T02:52:48,97.54,24.22,3.349,-9.43,24.2,188,2.46,0.0195,CAN
2022-10-31T05:45:36,97.5,70.25,3.597,10.5,9.5,198,2.5,0.019,BMS
2022-10-31T08:38:24,97.48,61.66,3.558,5.69,11.7,203,2.52,0.0173,BMS
2022-10-31T11:31:12,97.68,43.21,3.419,3.11,13.8,154,2.32,0.0172,OBD
2022-10-31T14:24:00,96.97,79.61,3.66,15.37,13.6,326,3.03,0.0193,OBD
2022-10-31T17:16:48,97.0,37.77,3.439,4.94,16.9,319,3.0,0.0197,BMS
2022-10-31T20:09:36,97.35,50.87,3.518,-2.85,14.4,234,2.65,0.0222,BMS
2022-10-31T23:02:24,97.47,47.97,3.456,11.7,22.9,204,2.53,0.0183,OBD
2022-11-01T01:55:12,97.26,70.04,3.554,-6.89,1.9,254,2.74,0.0166,BMS
2022-11-01T04:48:00,97.15,69.69,3.641,9.5,24.2,281,2.85,0.0187,OBD
2022-11-01T07:40:48,96.9,59.94,3.566,-8.25,19.7,341,3.1,0.0195,OBD
2022-11-01T10:33:36,97.49,70.35,3.578,-0.58,10.2,198,2.51,0.0196,BMS
2022-11-01T13:26:24,97.42,31.03,3.366,11.29,13.1,214,2.58,0.0202,CAN
2022-11-01T16:19:12,97.04,53.48,3.534,-1.93,18.6,308,2.96,0.0175,CAN
2022-11-01T19:12:00,97.18,97.8,3.734,-0.27,2.5,274,2.82,0.0122,BMS
2022-11-01T22:04:48,97.16,60.15,3.582,2.89,18.6,277,2.84,0.0177,CAN
2022-11-02T00:57:36,97.07,40.14,3.417,-0.77,9.5,299,2.93,0.0212,OBD
